Location,Timestamp,Irradiance (W/m2),System temperature (C),Nearest BOM station temperature (C),PV Yield (kWh)
Sutherland (NSW),2013-01-06 17:00:00 +1000,268.526,26.691,28.0,1.37
Sutherland (NSW),2013-01-06 18:00:00 +1000,78.999,25.495,26.4,0.16
Sutherland (NSW),2013-01-06 19:00:00 +1000,21.138,24.179,25.5,0.04
Sutherland (NSW),2013-01-06 20:00:00 +1000,0.0,23.232,24.0,0.0
Sutherland (NSW),2013-01-06 21:00:00 +1000,0.0,22.104,23.0,
Sutherland (NSW),2013-01-06 22:00:00 +1000,0.0,21.48,22.0,
Sutherland (NSW),2013-01-07 00:00:00 +1000,0.0,21.004,21.4,
Sutherland (NSW),2013-01-07 01:00:00 +1000,0.0,20.921,21.9,
Sutherland (NSW),2013-01-07 02:00:00 +1000,0.0,20.902,21.9,
Sutherland (NSW),2013-01-07 03:00:00 +1000,0.0,20.374,21.6,
Sutherland (NSW),2013-01-07 04:00:00 +1000,0.103,20.049,21.2,
Sutherland (NSW),2013-01-07 05:00:00 +1000,0.0,20.076,21.1,
Sutherland (NSW),2013-01-07 06:00:00 +1000,27.742,20.145,21.0,0.08
Sutherland (NSW),2013-01-07 07:00:00 +1000,108.947,20.489,21.3,0.48
Sutherland (NSW),2013-01-07 08:00:00 +1000,216.618,21.245,22.3,1.05
Sutherland (NSW),2013-01-07 09:00:00 +1000,318.338,22.115,23.3,1.58
Sutherland (NSW),2013-01-07 10:00:00 +1000,523.152,23.039,24.6,3.31
Sutherland (NSW),2013-01-07 11:00:00 +1000,741.646,25.28,25.5,2.9
Sutherland (NSW),2013-01-07 12:00:00 +1000,303.805,25.461,26.9,1.48
Sutherland (NSW),2013-01-07 13:00:00 +1000,917.536,26.274,28.3,4.29
Sutherland (NSW),2013-01-07 14:00:00 +1000,865.592,27.19,28.6,3.92
Sutherland (NSW),2013-01-07 15:00:00 +1000,697.367,27.173,29.5,3.4
Sutherland (NSW),2013-01-07 16:00:00 +1000,499.207,26.266,27.5,2.53
Sutherland (NSW),2013-01-07 17:00:00 +1000,263.54,25.855,27.3,1.34
Sutherland (NSW),2013-01-07 18:00:00 +1000,49.821,25.277,26.2,0.45
Sutherland (NSW),2013-01-07 19:00:00 +1000,22.954,24.239,25.6,0.1
Sutherland (NSW),2013-01-07 20:00:00 +1000,0.0,23.41,24.4,0.0
Sutherland (NSW),2013-01-07 21:00:00 +1000,0.0,22.989,23.9,
Sutherland (NSW),2013-01-07 22:00:00 +1000,0.0,22.744,23.3,
Sutherland (NSW),2013-01-08 00:00:00 +1000,0.0,21.932,22.1,
Sutherland (NSW),2013-01-08 01:00:00 +1000,0.0,21.659,21.8,
Sutherland (NSW),2013-01-08 02:00:00 +1000,0.0,21.14,19.7,
Sutherland (NSW),2013-01-08 03:00:00 +1000,0.0,20.53,19.1,
Sutherland (NSW),2013-01-08 04:00:00 +1000,0.0,20.092,19.1,
Sutherland (NSW),2013-01-08 05:00:00 +1000,0.0,20.272,18.7,
Sutherland (NSW),2013-01-08 06:00:00 +1000,19.428,20.382,18.1,0.12
Sutherland (NSW),2013-01-08 07:00:00 +1000,116.397,22.666,20.5,0.56
Sutherland (NSW),2013-01-08 08:00:00 +1000,162.98,23.396,21.6,0.77
Sutherland (NSW),2013-01-08 09:00:00 +1000,395.609,25.613,25.2,1.94
Sutherland (NSW),2013-01-08 10:00:00 +1000,293.789,28.56,27.0,1.09
Sutherland (NSW),2013-01-08 11:00:00 +1000,902.954,30.907,31.9,4.29
Sutherland (NSW),2013-01-08 12:00:00 +1000,919.781,35.778,36.6,4.35
Sutherland (NSW),2013-01-08 13:00:00 +1000,875.833,38.351,39.5,4.18
Sutherland (NSW),2013-01-08 14:00:00 +1000,557.477,38.713,40.6,3.21
Sutherland (NSW),2013-01-08 15:00:00 +1000,563.278,38.254,40.1,2.74
Sutherland (NSW),2013-01-08 16:00:00 +1000,283.375,39.324,41.1,1.37
Sutherland (NSW),2013-01-08 17:00:00 +1000,134.629,38.109,39.8,0.62
Sutherland (NSW),2013-01-08 18:00:00 +1000,57.762,37.279,39.3,0.56
Sutherland (NSW),2013-01-08 19:00:00 +1000,25.04,36.004,39.0,0.12
Sutherland (NSW),2013-01-08 20:00:00 +1000,3.217,34.811,37.7,0.0
Sutherland (NSW),2013-01-08 21:00:00 +1000,0.0,33.406,36.1,
